ville;code_postal;latitude;longitude;department_name;region
crottes en pithiverais;45170;48.114444069;2.065266001;loiret;centre-val de loire
dampierre en burly;45570;47.761381133;2.542693676;loiret;centre-val de loire
donnery;45450;47.914193965;2.104020492;loiret;centre-val de loire
douchy montcorbon;45220;47.958604053;3.065602107;loiret;centre-val de loire
fleury les aubrais;45400;47.938609775;1.919570253;loiret;centre-val de loire
gaubertin;45340;48.126292142;2.425893678;loiret;centre-val de loire
germigny des pres;45110;47.839239993;2.266334177;loiret;centre-val de loire
givraines;45300;48.151068782;2.382602413;loiret;centre-val de loire
greneville en beauce;45480;48.18946464;2.109908285;loiret;centre-val de loire
huisseau sur mauves;45130;47.893481187;1.700231702;loiret;centre-val de loire
intville la guetard;45300;48.254868538;2.215687782;loiret;centre-val de loire
isdes;45620;47.663772663;2.260776601;loiret;centre-val de loire
jargeau;45150;47.853932238;2.119478027;loiret;centre-val de loire
juranville;45340;48.06092821;2.4825244680000003;loiret;centre-val de loire
langesse;45290;47.816942343;2.645362483;loiret;centre-val de loire
leouville;45480;48.224011084;2.086936951;loiret;centre-val de loire
lorcy;45490;48.042470417;2.527998747;loiret;centre-val de loire
le malesherbois;45300;48.277596537;2.351944562;loiret;centre-val de loire
mareau aux bois;45300;48.098416364;2.189771226;loiret;centre-val de loire
mareau aux pres;45370;47.845939203;1.765203072;loiret;centre-val de loire
messas;45190;47.808368961;1.635782103;loiret;centre-val de loire
montargis;45200;47.999103326;2.737266314;loiret;centre-val de loire
montcresson;45700;47.9110786;2.80501456;loiret;centre-val de loire
montereau;45260;47.835294176;2.562061965;loiret;centre-val de loire
montigny;45170;48.108507962;2.113566577;loiret;centre-val de loire
nesploy;45270;47.995495209;2.368307273;loiret;centre-val de loire
nevoy;45500;47.733482116;2.592154796;loiret;centre-val de loire
oison;45170;48.134126431;1.975762194;loiret;centre-val de loire
ondreville sur essonne;45390;48.197673444;2.4159652;loiret;centre-val de loire
orleans;45000;47.873503729;1.917316017;loiret;centre-val de loire
orleans;45100;47.873503729;1.917316017;loiret;centre-val de loire
outarville;45480;48.214426326;2.021923428;loiret;centre-val de loire
outarville;45480;48.214426326;2.021923428;loiret;centre-val de loire
paucourt;45200;48.038314729;2.7885443590000003;loiret;centre-val de loire
pithiviers le vieil;45300;48.173736598;2.206028598;loiret;centre-val de loire
prefontaines;45490;48.106548076;2.690960215;loiret;centre-val de loire
rouvray ste croix;45310;48.056502698;1.735896747;loiret;centre-val de loire
rouvres st jean;45300;48.324724734;2.211398165;loiret;centre-val de loire
rozoy le vieil;45210;48.118238226;2.951893843;loiret;centre-val de loire
ruan;45410;48.108596621;1.923754371;loiret;centre-val de loire
st ay;45130;47.865276004;1.74644436;loiret;centre-val de loire
st denis de l hotel;45550;47.88331386;2.154084839;loiret;centre-val de loire
st firmin des bois;45220;47.969657443;2.909339257;loiret;centre-val de loire
st florent;45600;47.685038718;2.452907023;loiret;centre-val de loire
st gondon;45500;47.68853378;2.539317833;loiret;centre-val de loire
st hilaire st mesmin;45160;47.849904632;1.833954579;loiret;centre-val de loire
st hilaire sur puiseaux;45700;47.906976965;2.699099905;loiret;centre-val de loire
st maurice sur fessard;45700;47.99116732;2.615081824;loiret;centre-val de loire
thignonville;45300;48.27158311;2.175381306;loiret;centre-val de loire
thorailles;45210;48.026089052;2.89489796;loiret;centre-val de loire
tivernon;45170;48.158310488;1.938453764;loiret;centre-val de loire
trigueres;45220;47.9395099;2.994686013;loiret;centre-val de loire
vieilles maisons sur joudry;45260;47.884372347;2.436857009;loiret;centre-val de loire
viglain;45600;47.732112899;2.290246261;loiret;centre-val de loire
villemurlin;45600;47.681418058;2.342095565;loiret;centre-val de loire
villereau;45170;48.073800518;1.992307359;loiret;centre-val de loire
vimory;45700;47.948426906;2.678569005;loiret;centre-val de loire
andonville;45480;48.273983808;2.023804273;loiret;centre-val de loire
ardon;45160;47.787709446;1.882892153;loiret;centre-val de loire
auxy;45340;48.10942732;2.486822905;loiret;centre-val de loire
le bardon;45130;47.842086188;1.649010082;loiret;centre-val de loire
barville en gatinais;45340;48.111868032;2.399123159;loiret;centre-val de loire
batilly en gatinais;45340;48.083410302;2.369309845;loiret;centre-val de loire
bazoches les gallerandes;45480;48.162482561;2.051332219;loiret;centre-val de loire
beaugency;45190;47.778290919;1.639363119;loiret;centre-val de loire
beaune la rolande;45340;48.074386017;2.429698408;loiret;centre-val de loire
le bignon mirabeau;45210;48.147800952;2.934716927;loiret;centre-val de loire
boiscommun;45340;48.038938047;2.35697104;loiret;centre-val de loire
les bordes;45460;47.816190978;2.436816254;loiret;centre-val de loire
bray st aignan;45460;47.830782055;2.374096598;loiret;centre-val de loire
bucy le roi;45410;48.05961977;1.921595626;loiret;centre-val de loire
cepoy;45120;48.050707323;2.740425924;loiret;centre-val de loire
chambon la foret;45340;48.048388283;2.283579794;loiret;centre-val de loire
chapelon;45270;48.03659441;2.577495613;loiret;centre-val de loire
charmont en beauce;45480;48.237667513;2.115249246;loiret;centre-val de loire
chatillon sur loire;45360;47.572024061;2.735594308;loiret;centre-val de loire
conflans sur loing;45700;47.94638882;2.776835911;loiret;centre-val de loire
coulmiers;45130;47.931754596;1.658601989;loiret;centre-val de loire
courtempierre;45490;48.095179021;2.634758177;loiret;centre-val de loire
dammarie en puisaye;45420;47.633105805;2.860649448;loiret;centre-val de loire
dammarie sur loing;45230;47.782034677;2.874066964;loiret;centre-val de loire
desmonts;45390;48.227310234;2.498846329;loiret;centre-val de loire
dry;45370;47.791771846;1.728014339;loiret;centre-val de loire
egry;45340;48.101234488;2.440653186;loiret;centre-val de loire
engenville;45300;48.234223143;2.236078991;loiret;centre-val de loire
estouy;45300;48.189870074;2.322124381;loiret;centre-val de loire
feins en gatinais;45230;47.746717361;2.837234656;loiret;centre-val de loire
fontenay sur loing;45210;48.083070445;2.768407981;loiret;centre-val de loire
foucherolles;45320;48.096561239;3.018032578;loiret;centre-val de loire
gemigny;45310;47.962627442;1.702548978;loiret;centre-val de loire
greneville en beauce;45480;48.18946464;2.109908285;loiret;centre-val de loire
guigneville;45300;48.2157371;2.173459254;loiret;centre-val de loire
guilly;45600;47.805221795;2.271966315;loiret;centre-val de loire
ingre;45140;47.916845412;1.822868674;loiret;centre-val de loire
jouy en pithiverais;45480;48.150298907;2.130941606;loiret;centre-val de loire
jouy le potier;45370;47.747729312;1.808485256;loiret;centre-val de loire
ladon;45270;48.00947309;2.526169254;loiret;centre-val de loire
lion en beauce;45410;48.132460825;1.931874653;loiret;centre-val de loire
lombreuil;45700;47.942185238;2.626828271;loiret;centre-val de loire
lorris;45260;47.862618246;2.49849363;loiret;centre-val de loire
loury;45470;48.010147018;2.092298151;loiret;centre-val de loire
louzouer;45210;48.034267055;2.868933954;loiret;centre-val de loire
le malesherbois;45330;48.277596537;2.351944562;loiret;centre-val de loire
melleroy;45220;47.8880529;2.960449161;loiret;centre-val de loire
menestreau en villette;45240;47.709789503;2.035129141;loiret;centre-val de loire
mezieres lez clery;45370;47.810877834;1.817170608;loiret;centre-val de loire
montbouy;45230;47.867038535;2.822970588;loiret;centre-val de loire
nargis;45210;48.110992742;2.737630912;loiret;centre-val de loire
neuville aux bois;45170;48.06873167;2.058772284;loiret;centre-val de loire
neuvy en sullias;45510;47.774840685;2.242837276;loiret;centre-val de loire
orville;45390;48.242345468;2.4582337130000003;loiret;centre-val de loire
outarville;45480;48.214426326;2.021923428;loiret;centre-val de loire
outarville;45480;48.214426326;2.021923428;loiret;centre-val de loire
ouvrouer les champs;45150;47.836614028;2.179689174;loiret;centre-val de loire
patay;45310;48.050995386;1.693795119;loiret;centre-val de loire
quiers sur bezonde;45270;47.98801144;2.425771715;loiret;centre-val de loire
st cyr en val;45590;47.814331788;1.959781555;loiret;centre-val de loire
st firmin sur loire;45360;47.605551546;2.699225952;loiret;centre-val de loire
st jean de braye;45800;47.917769889;1.972604964;loiret;centre-val de loire
st jean le blanc;45650;47.882863455;1.933278366;loiret;centre-val de loire
st michel;45340;48.064335363;2.371676704;loiret;centre-val de loire
st peravy la colombe;45310;48.003358225;1.692890136;loiret;centre-val de loire
st sigismond;45310;47.98289024;1.666473682;loiret;centre-val de loire
santeau;45170;48.094615146;2.151963495;loiret;centre-val de loire
sennely;45240;47.701652907;2.132879097;loiret;centre-val de loire
solterre;45700;47.91268242;2.735602646;loiret;centre-val de loire
tavers;45190;47.762952203;1.593023392;loiret;centre-val de loire
tigy;45510;47.779085083;2.184852386;loiret;centre-val de loire
vennecy;45760;47.955460349;2.052435882;loiret;centre-val de loire
villemandeur;45700;47.983174496;2.704544632;loiret;centre-val de loire
vitry aux loges;45530;47.931163728;2.25118699;loiret;centre-val de loire
baye;29300;47.85584953;-3.613231761;finistère;bretagne
bodilis;29400;48.515319658;-4.120072961;finistère;bretagne
brennilis;29690;48.359908338;-3.85090142;finistère;bretagne
camaret sur mer;29570;48.268164414;-4.586900059;finistère;bretagne
chateauneuf du faou;29520;48.18882094;-3.820859301;finistère;bretagne
cleden poher;29270;48.243110111;-3.664154297;finistère;bretagne
le cloitre st thegonnec;29410;48.459764244;-3.792461128;finistère;bretagne
le conquet;29217;48.357025748;-4.762265499;finistère;bretagne
coray;29370;48.065941549;-3.85507578;finistère;bretagne
edern;29510;48.119421865;-3.960660135;finistère;bretagne
fouesnant;29170;47.872601527;-4.016515185;finistère;bretagne
garlan;29610;48.603848032;-3.766569386;finistère;bretagne
gouesnach;29950;47.917204781;-4.110905871;finistère;bretagne
gouesnou;29850;48.446701458;-4.46323582;finistère;bretagne
goulven;29890;48.623830137;-4.295727777;finistère;bretagne
guiclan;29410;48.543150109;-3.979803352;finistère;bretagne
guimiliau;29400;48.481678221;-3.99708811;finistère;bretagne
milizac guipronvel;29290;48.465048219;-4.567909406;finistère;bretagne
hopital camfrout;29460;48.324256411;-4.238807873;finistère;bretagne
huelgoat;29690;48.361688584;-3.758481504;finistère;bretagne
ile molene;29259;48.396523728;-4.958609153;finistère;bretagne
kergloff;29270;48.28018213;-3.645915396;finistère;bretagne
kernilis;29260;48.575392101;-4.411074241;finistère;bretagne
langolen;29510;48.074170926;-3.91645942;finistère;bretagne
lanildut;29840;48.481944518;-4.732975408;finistère;bretagne
lanneuffret;29400;48.495889998;-4.20154459;finistère;bretagne
lannilis;29870;48.56994779;-4.524874372;finistère;bretagne
lanrivoare;29290;48.466358742;-4.634546977;finistère;bretagne
loc brevalaire;29260;48.554109757;-4.407112848;finistère;bretagne
loc eguiner;29400;48.47572349;-4.092367277;finistère;bretagne
locronan;29180;48.098083169;-4.213158145;finistère;bretagne
confort meilars;29790;48.056033086;-4.434726734;finistère;bretagne
pleuven;29170;47.914844197;-4.046031125;finistère;bretagne
plogastel st germain;29710;47.977413063;-4.263779791;finistère;bretagne
plogonnec;29180;48.072806039;-4.158668149;finistère;bretagne
plomodiern;29550;48.180953919;-4.217322078;finistère;bretagne
ploudalmezeau;29830;48.537591074;-4.669742347;finistère;bretagne
plougasnou;29630;48.677417325;-3.811748333;finistère;bretagne
plouguin;29830;48.528931262;-4.592541073;finistère;bretagne
plounevez lochrist;29430;48.619686333;-4.198629545;finistère;bretagne
plourin les morlaix;29600;48.521816494;-3.800350493;finistère;bretagne
plozevet;29710;47.98289482;-4.40959532;finistère;bretagne
pont aven;29930;47.872215107;-3.76572829;finistère;bretagne
port launay;29150;48.217805158;-4.081894539;finistère;bretagne
poullan sur mer;29100;48.077073132;-4.397638835;finistère;bretagne
le relecq kerhuon;29480;48.403221069;-4.401236783;finistère;bretagne
roscoff;29680;48.711973156;-3.988694813;finistère;bretagne
rosporden;29140;47.958176098;-3.800741451;finistère;bretagne
rosporden;29140;47.958176098;-3.800741451;finistère;bretagne
st derrien;29440;48.544602159;-4.186616351;finistère;bretagne
st divy;29800;48.454309269;-4.330192387;finistère;bretagne
st eloy;29460;48.363533908;-4.115385758;finistère;bretagne
st goazec;29520;48.151652959;-3.765904007;finistère;bretagne
st pol de leon;29250;48.672617829;-3.988959418;finistère;bretagne
st servais;29400;48.515423871;-4.158215783;finistère;bretagne
sizun;29450;48.394863914;-4.0450954;finistère;bretagne
spezet;29540;48.186108198;-3.691978915;finistère;bretagne
trebabu;29217;48.370596391;-4.732277761;finistère;bretagne
treffiagat;29730;47.804975991;-4.26008324;finistère;bretagne
treflez;29430;48.626484982;-4.257297839;finistère;bretagne
tremeoc;29120;47.90728335;-4.219951554;finistère;bretagne
trezilide;29440;48.610049091;-4.084482108;finistère;bretagne
pont de buis les quimerch;29590;48.27446138;-4.107614705;finistère;bretagne
pont de buis les quimerch;29590;48.27446138;-4.107614705;finistère;bretagne
colonfay;2120;49.858727328;3.711179009;aisne;hauts-de-france
commenchon;2300;49.64183436;3.150796615;aisne;hauts-de-france
conde sur suippe;2190;49.414200702;3.945358894;aisne;hauts-de-france
corbeny;2820;49.462187395;3.826504384;aisne;hauts-de-france
courchamps;2810;49.116771977;3.262927151;aisne;hauts-de-france
courtemont varennes;2850;49.071642676;3.541745045;aisne;hauts-de-france
cramaille;2130;49.228557893;3.452131899;aisne;hauts-de-france
crepy;2870;49.608292989;3.512045015;aisne;hauts-de-france
la croix sur ourcq;2210;49.159694249;3.350437839;aisne;hauts-de-france
crouttes sur marne;2310;48.979658946;3.247232276;aisne;hauts-de-france
crouy;2880;49.407533488;3.365387922;aisne;hauts-de-france
dallon;2680;49.823968114;3.230286871;aisne;hauts-de-france
dercy;2270;49.709968405;3.684415908;aisne;hauts-de-france
dohis;2360;49.766840691;4.141910835;aisne;hauts-de-france
dravegny;2130;49.239518105;3.641657715;aisne;hauts-de-france
droizy;2210;49.276869729;3.389239518;aisne;hauts-de-france
dury;2480;49.751383705;3.13330499;aisne;hauts-de-france
epaux bezu;2400;49.103087466;3.353753745;aisne;hauts-de-france
eppes;2840;49.552829531;3.738795105;aisne;hauts-de-france
essigny le petit;2100;49.896372232;3.367353542;aisne;hauts-de-france
etampes sur marne;2400;49.031516845;3.419018346;aisne;hauts-de-france
etreaupont;2580;49.896046329;3.923522553;aisne;hauts-de-france
arzano;29300;47.893174019;-3.442755537;finistère;bretagne
audierne;29770;48.027732606;-4.561426721;finistère;bretagne
botmeur;29690;48.376854751;-3.922714385;finistère;bretagne
bourg blanc;29860;48.495756508;-4.5000310500000005;finistère;bretagne
brasparts;29190;48.319459119;-3.950296924;finistère;bretagne
breles;29810;48.471187173;-4.687140619;finistère;bretagne
brest;29200;48.400345079;-4.5024793590000005;finistère;bretagne
carhaix plouguer;29270;48.268748438;-3.566027483;finistère;bretagne
chateaulin;29150;48.202954677;-4.073746337;finistère;bretagne
cleder;29233;48.660341605;-4.124313934;finistère;bretagne
clohars fouesnant;29950;47.898169229;-4.082833818;finistère;bretagne
villeneuve st germain;2200;49.378966183;3.361236616;aisne;hauts-de-france
coat meal;29870;48.506017555;-4.539774887;finistère;bretagne
crozon;29160;48.244914628;-4.491944902;finistère;bretagne
la forest landerneau;29800;48.434156875;-4.314866666;finistère;bretagne
fouesnant;29170;47.872601527;-4.016515185;finistère;bretagne
ville savoye;2220;49.29277871;3.637250163;aisne;hauts-de-france
gouezec;29190;48.170053873;-3.972204106;finistère;bretagne
guilers;29820;48.419107127;-4.562254202;finistère;bretagne
guisseny;29880;48.617083042;-4.411604236;finistère;bretagne
ile de sein;29990;48.03142099;-4.838371381;finistère;bretagne
lampaul guimiliau;29400;48.48372582;-4.04046759;finistère;bretagne
landeda;29870;48.589169111;-4.576775781;finistère;bretagne
landeleau;29530;48.25300436;-3.732795183;finistère;bretagne
landudal;29510;48.056689542;-3.97782625;finistère;bretagne
lanveoc;29160;48.275580525;-4.4444419790000005;finistère;bretagne
lennon;29190;48.205463922;-3.903018322;finistère;bretagne
loqueffret;29530;48.329874517;-3.858858879;finistère;bretagne
mahalon;29790;48.027138421;-4.419504083;finistère;bretagne
moelan sur mer;29350;47.806298901;-3.645593893;finistère;bretagne
motreff;29270;48.219797313;-3.562670512;finistère;bretagne
nevez;29920;47.815466332;-3.775901861;finistère;bretagne
pleyben;29190;48.238063699;-3.975575954;finistère;bretagne
plogoff;29770;48.035058215;-4.67942562;finistère;bretagne
ploudalmezeau;29830;48.537591074;-4.669742347;finistère;bretagne
plouedern;29800;48.482852391;-4.252730158;finistère;bretagne
plouezoc h;29252;48.637223675;-3.815665124;finistère;bretagne
plouider;29260;48.601734911;-4.292692293;finistère;bretagne
plouigneau;29650;48.573297271;-3.702219869;finistère;bretagne
plouneour menez;29410;48.44573764;-3.880781578;finistère;bretagne
plourin;29830;48.503032931;-4.68461586;finistère;bretagne
pont l abbe;29120;47.865184932;-4.216780858;finistère;bretagne
porspoder;29840;48.498453995;-4.7541235;finistère;bretagne
pouldergat;29100;48.04015448;-4.32653951;finistère;bretagne
louchy montfand;3500;46.307871004;3.245769932;allier;auvergne-rhône-alpes
poullaouen;29246;48.347877827;-3.643645763;finistère;bretagne
primelin;29770;48.028981693;-4.605239952;finistère;bretagne
quimper;29000;47.99710101;-4.091096788;finistère;bretagne
redene;29300;47.85540586;-3.4870621870000003;finistère;bretagne
st fregant;29260;48.599792553;-4.373337455;finistère;bretagne
meillard;3500;46.388285358;3.23150724;allier;auvergne-rhône-alpes
st hernin;29270;48.208122733;-3.61100549;finistère;bretagne
st jean du doigt;29630;48.670027418;-3.762867875;finistère;bretagne
st nic;29550;48.210999053;-4.280456957;finistère;bretagne
molinet;3510;46.463973468;3.92590353;allier;auvergne-rhône-alpes
st rivoal;29190;48.34916444;-3.987758119;finistère;bretagne
st sauveur;29400;48.44826592;-4.000249304;finistère;bretagne
ste seve;29600;48.560269207;-3.889132251;finistère;bretagne
st thurien;29380;47.956751438;-3.619964902;finistère;bretagne
treflevenez;29800;48.415558545;-4.175815799;finistère;bretagne
treglonou;29870;48.547560955;-4.547494432;finistère;bretagne
tregourez;29970;48.105826868;-3.871582096;finistère;bretagne
paray sous briailles;3500;46.289961347;3.369993884;allier;auvergne-rhône-alpes
saulcet;3500;46.329425074;3.266853323;allier;auvergne-rhône-alpes
verneuil en bourbonnais;3500;46.35428762;3.249259272;allier;auvergne-rhône-alpes
ceillac;5600;44.652634828;6.803482883;hautes-alpes;provence-alpes-côte d'azur
eygliers;5600;44.692983473;6.667227336;hautes-alpes;provence-alpes-côte d'azur
clermont les fermes;2340;49.659955976;3.942881467;aisne;hauts-de-france
coingt;2360;49.792206431;4.096641733;aisne;hauts-de-france
colligis crandelain;2860;49.466886752;3.630999721;aisne;hauts-de-france
corcy;2600;49.254744735;3.196921964;aisne;hauts-de-france
coucy les eppes;2840;49.556314209;3.778188629;aisne;hauts-de-france
coucy la ville;2380;49.540398928;3.343560148;aisne;hauts-de-france
coulonges cohan;2130;49.19861845;3.627455228;aisne;hauts-de-france
coulonges cohan;2130;49.19861845;3.627455228;aisne;hauts-de-france
coupru;2310;49.031876826;3.273861853;aisne;hauts-de-france
courbes;2800;49.681206282;3.459184066;aisne;hauts-de-france
courtrizy et fussigny;2820;49.514499113;3.794815707;aisne;hauts-de-france
couvron et aumencourt;2270;49.645664143;3.523611371;aisne;hauts-de-france
cuiry les iviers;2360;49.766134672;4.105017142;aisne;hauts-de-france
deuillet;2700;49.628621274;3.360966214;aisne;hauts-de-france
effry;2500;49.919471678;3.987897538;aisne;hauts-de-france
englancourt;2260;49.926232209;3.807739854;aisne;hauts-de-france
epagny;2290;49.471947812;3.253395982;aisne;hauts-de-france
eparcy;2500;49.886208669;4.070097284;aisne;hauts-de-france
erloy;2260;49.919837699;3.836839446;aisne;hauts-de-france
essigny le grand;2690;49.774218427;3.272332146;aisne;hauts-de-france
essises;2570;48.966481693;3.413173644;aisne;hauts-de-france
etaves et bocquiaux;2110;49.931235728;3.450621759;aisne;hauts-de-france
etreux;2510;49.999883391;3.659113725;aisne;hauts-de-france
voyenne;2250;49.71614918;3.738450258;aisne;hauts-de-france
contigny;3500;46.346377008;3.31447729;allier;auvergne-rhône-alpes
acigne;35690;48.146472503;-1.519156922;ille-et-vilaine;bretagne
val couesnon;35560;48.440079368;-1.46268206;ille-et-vilaine;bretagne
baguer pican;35120;48.549892404;-1.691120364;ille-et-vilaine;bretagne
baulon;35580;47.994959683;-1.929406329;ille-et-vilaine;bretagne
la baussaine;35190;48.31294707;-1.896616166;ille-et-vilaine;bretagne
beauce;35133;48.346757826;-1.155558635;ille-et-vilaine;bretagne
bille;35133;48.293858764;-1.251123427;ille-et-vilaine;bretagne
broualan;35120;48.47528511;-1.66115802;ille-et-vilaine;bretagne
bruc sur aff;35550;47.814274771;-2.00617628;ille-et-vilaine;bretagne
bruz;35170;48.025911899;-1.7485051820000002;ille-et-vilaine;bretagne
cesson sevigne;35510;48.120400207;-1.59724509;ille-et-vilaine;bretagne
la chapelle aux filtzmeens;35190;48.381674453;-1.818063363;ille-et-vilaine;bretagne
la chapelle chaussee;35630;48.266710925;-1.863964399;ille-et-vilaine;bretagne
la chapelle du lou du lac;35360;48.21578004;-1.993519164;ille-et-vilaine;bretagne
la chapelle st aubert;35140;48.309918506;-1.314676226;ille-et-vilaine;bretagne
chartres de bretagne;35131;48.044923778;-1.706450506;ille-et-vilaine;bretagne
chateaubourg;35220;48.119808108;-1.40403902;ille-et-vilaine;bretagne
chatillon en vendelais;35210;48.22885041;-1.164752374;ille-et-vilaine;bretagne
chavagne;35310;48.056320452;-1.786547463;ille-et-vilaine;bretagne
le crouais;35290;48.209371712;-2.150995832;ille-et-vilaine;bretagne
dinard;35800;48.624750513;-2.062084653;ille-et-vilaine;bretagne
domalain;35680;47.999197013;-1.239379464;ille-et-vilaine;bretagne
domloup;35410;48.0684684;-1.5429534299999998;ille-et-vilaine;bretagne
erce pres liffre;35340;48.254539781;-1.517032057;ille-et-vilaine;bretagne
forges la foret;35640;47.8615571;-1.292912476;ille-et-vilaine;bretagne
gael;35290;48.118492569;-2.228619025;ille-et-vilaine;bretagne
gennes sur seiche;35370;47.997956603;-1.13291119;ille-et-vilaine;bretagne
hirel;35120;48.593618909;-1.809188885;ille-et-vilaine;bretagne
hirel;35120;48.593618909;-1.809188885;ille-et-vilaine;bretagne
laignelet;35133;48.379693794;-1.152890021;ille-et-vilaine;bretagne
lalleu;35320;47.855952859;-1.522336952;ille-et-vilaine;bretagne
lanrigan;35270;48.391463328;-1.691952055;ille-et-vilaine;bretagne
loheac;35550;47.872591253;-1.888757472;ille-et-vilaine;bretagne
le loroux;35133;48.394838477;-1.082981245;ille-et-vilaine;bretagne
loutehel;35330;47.937013529;-2.079637954;ille-et-vilaine;bretagne
maxent;35380;47.978321076;-2.016153538;ille-et-vilaine;bretagne
montautour;35210;48.204672623;-1.120830478;ille-et-vilaine;bretagne
montfort sur meu;35160;48.126116266;-1.963933977;ille-et-vilaine;bretagne
monthault;35420;48.512339092;-1.175884682;ille-et-vilaine;bretagne
la noe blanche;35470;47.795075182;-1.745846811;ille-et-vilaine;bretagne
la nouaye;35137;48.166354045;-1.974724928;ille-et-vilaine;bretagne
parthenay de bretagne;35850;48.188070994;-1.829118412;ille-et-vilaine;bretagne
plesder;35720;48.417908084;-1.929973377;ille-et-vilaine;bretagne
pleugueneuc;35720;48.404539119;-1.885753254;ille-et-vilaine;bretagne
poilley;35420;48.465975825;-1.256588671;ille-et-vilaine;bretagne
poligne;35320;47.898985332;-1.6860788640000002;ille-et-vilaine;bretagne
prince;35210;48.237551571;-1.105855416;ille-et-vilaine;bretagne
rannee;35130;47.901406469;-1.200196605;ille-et-vilaine;bretagne
redon;35600;47.661216252;-2.08016417;ille-et-vilaine;bretagne
renac;35660;47.72782278;-1.966755244;ille-et-vilaine;bretagne
romagne;35133;48.344541228;-1.262508701;ille-et-vilaine;bretagne
st benoit des ondes;35114;48.613513629;-1.861052615;ille-et-vilaine;bretagne
maen roch;35460;48.400636918;-1.345728525;ille-et-vilaine;bretagne
st didier;35220;48.093265123;-1.357952517;ille-et-vilaine;bretagne
st ganton;35550;47.769824505;-1.891042743;ille-et-vilaine;bretagne
st germain sur ille;35250;48.250459681;-1.652029662;ille-et-vilaine;bretagne
st gregoire;35760;48.158493729;-1.685337689;ille-et-vilaine;bretagne
st hilaire des landes;35140;48.338312694;-1.366574834;ille-et-vilaine;bretagne
st jacques de la lande;35136;48.076118615;-1.722558013;ille-et-vilaine;bretagne
rives du couesnon;35140;48.284927722;-1.345743452;ille-et-vilaine;bretagne
st just;35550;47.764436292;-1.969131549;ille-et-vilaine;bretagne
st malo;35400;48.640048719;-1.980865007;ille-et-vilaine;bretagne
st malo;35400;48.640048719;-1.980865007;ille-et-vilaine;bretagne
st malo;35400;48.640048719;-1.980865007;ille-et-vilaine;bretagne
st marcan;35120;48.585259427;-1.6280525730000002;ille-et-vilaine;bretagne
ste marie;35600;47.693519577;-2.013587106;ille-et-vilaine;bretagne
st medard sur ille;35250;48.272995224;-1.670924977;ille-et-vilaine;bretagne
st meen le grand;35290;48.192349808;-2.194995104;ille-et-vilaine;bretagne
st peran;35380;48.056820978;-2.06452705;ille-et-vilaine;bretagne
st pere marc en poulet;35430;48.584126939;-1.929247306;ille-et-vilaine;bretagne
mesnil roc h;35720;48.45801406;-1.8778414;ille-et-vilaine;bretagne
mesnil roc h;35720;48.45801406;-1.8778414;ille-et-vilaine;bretagne
st sulpice la foret;35250;48.212407534;-1.575873462;ille-et-vilaine;bretagne
st sulpice des landes;35390;47.776961884;-1.625721618;ille-et-vilaine;bretagne
st uniac;35360;48.166999305;-2.032799831;ille-et-vilaine;bretagne
sens de bretagne;35490;48.336389627;-1.554034633;ille-et-vilaine;bretagne
thourie;35134;47.848548707;-1.458039729;ille-et-vilaine;bretagne
trimer;35190;48.344757088;-1.897228289;ille-et-vilaine;bretagne
mont dauphin;5600;44.669061454;6.624662426;hautes-alpes;provence-alpes-côte d'azur
st crepin;5600;44.724680582;6.635500617;hautes-alpes;provence-alpes-côte d'azur
allaire;56350;47.639321756;-2.177336284;morbihan;bretagne
ambon;56190;47.557163;-2.541061818;morbihan;bretagne
arradon;56610;47.633874493;-2.822764777;morbihan;bretagne
arzal;56190;47.521380902;-2.404143814;morbihan;bretagne
augan;56800;47.912505767;-2.267644551;morbihan;bretagne
baden;56870;47.614999248;-2.903301929;morbihan;bretagne
brandivy;56390;47.784224988;-2.922225374;morbihan;bretagne
campeneac;56800;47.962620773;-2.277925325;morbihan;bretagne
caro;56140;47.86214178;-2.327688306;morbihan;bretagne
credin;56580;48.038955118;-2.764996913;morbihan;bretagne
le croisty;56540;48.061466933;-3.37320876;morbihan;bretagne
cruguel;56420;47.878077778;-2.590620331;morbihan;bretagne
erdeven;56410;47.637063503;-3.156160436;morbihan;bretagne
le faouet;56320;48.048725954;-3.508729907;morbihan;bretagne
ferel;56130;47.48717969;-2.339653888;morbihan;bretagne
gavres;56680;47.695126529;-3.334342308;morbihan;bretagne
gestel;56530;47.808322546;-3.437634061;morbihan;bretagne
gourhel;56800;47.93926141;-2.359142948;morbihan;bretagne
gourin;56110;48.136588938;-3.604144833;morbihan;bretagne
groix;56590;47.637219168;-3.464382216;morbihan;bretagne
guenin;56150;47.905506128;-2.96648019;morbihan;bretagne
le guerno;56190;47.590967833;-2.399742517;morbihan;bretagne
guidel;56520;47.794418189;-3.492427568;morbihan;bretagne
inguiniel;56240;47.955663014;-3.260335127;morbihan;bretagne
kergrist;56300;48.147326209;-2.928687353;morbihan;bretagne
landaul;56690;47.741506472;-3.099443975;morbihan;bretagne
forges de lanouee;56120;48.010692279;-2.580676769;morbihan;bretagne
lanvaudan;56240;47.889450064;-3.264233641;morbihan;bretagne
lauzach;56190;47.611417147;-2.556142698;morbihan;bretagne
lignol;56160;48.02730613;-3.271658004;morbihan;bretagne
locmalo;56160;48.06247434;-3.183177186;morbihan;bretagne
