ville;code_postal;latitude;longitude;department_name;region
charbonnieres;71260;46.3890196;4.831901473;saône-et-loire;bourgogne-franche-comté
la cote;70200;47.689311292;6.573090256;haute-saône;bourgogne-franche-comté
charette varennes;71270;46.900768503;5.196843397;saône-et-loire;bourgogne-franche-comté
cugney;70700;47.364524728;5.720317112;haute-saône;bourgogne-franche-comté
chassigny sous dun;71170;46.23744206;4.292502898;saône-et-loire;bourgogne-franche-comté
dambenoit les colombe;70200;47.722687524;6.37685499;haute-saône;bourgogne-franche-comté
la chaux;71310;46.822706198;5.272038331;saône-et-loire;bourgogne-franche-comté
dampierre sur linotte;70230;47.532766007;6.24190706;haute-saône;bourgogne-franche-comté
chevagny les chevrieres;71960;46.335815621;4.77167126;saône-et-loire;bourgogne-franche-comté
dampierre sur salon;70180;47.571857865;5.676780545;haute-saône;bourgogne-franche-comté
chevagny sur guye;71220;46.540451367;4.50097943;saône-et-loire;bourgogne-franche-comté
delain;70180;47.592432967;5.645531395;haute-saône;bourgogne-franche-comté
navour sur grosne;71520;46.355859483;4.568649394;saône-et-loire;bourgogne-franche-comté
echenoz le sec;70000;47.52816404;6.121211219;haute-saône;bourgogne-franche-comté
cortevaix;71460;46.528246234;4.641124013;saône-et-loire;bourgogne-franche-comté
equevilley;70160;47.78194829;6.180464069;haute-saône;bourgogne-franche-comté
coublanc;71170;46.171118388;4.273790653;saône-et-loire;bourgogne-franche-comté
etuz;70150;47.358512306;5.93676199;haute-saône;bourgogne-franche-comté
creches sur saone;71680;46.24105264;4.787667645;saône-et-loire;bourgogne-franche-comté
fedry;70120;47.615465284;5.878500474;haute-saône;bourgogne-franche-comté
cuiseaux;71480;46.504479332;5.364521281;saône-et-loire;bourgogne-franche-comté
fleurey les faverney;70160;47.74149895;6.09002213;haute-saône;bourgogne-franche-comté
curdin;71130;46.593201012;3.997463773;saône-et-loire;bourgogne-franche-comté
fleurey les st loup;70800;47.924091892;6.293835986;haute-saône;bourgogne-franche-comté
curtil sous burnand;71460;46.583227538;4.63086035;saône-et-loire;bourgogne-franche-comté
fretigney et velloreille;70130;47.48935092;5.93809536;haute-saône;bourgogne-franche-comté
dennevy;71510;46.865950956;4.64459943;saône-et-loire;bourgogne-franche-comté
froideterre;70200;47.700424778;6.52520862;haute-saône;bourgogne-franche-comté
dracy le fort;71640;46.796900539;4.770600341;saône-et-loire;bourgogne-franche-comté
frotey les vesoul;70000;47.629409171;6.194073286;haute-saône;bourgogne-franche-comté
le fay;71580;46.664470594;5.336959191;saône-et-loire;bourgogne-franche-comté
gevigney et mercey;70500;47.794675939;5.945038412;haute-saône;bourgogne-franche-comté
fleury la montagne;71340;46.199380509;4.125902982;saône-et-loire;bourgogne-franche-comté
gezier et fontenelay;70700;47.36200459;5.891541977;haute-saône;bourgogne-franche-comté
fontenay;71120;46.475863105;4.299352686;saône-et-loire;bourgogne-franche-comté
gouhenans;70110;47.612007952;6.484497889;haute-saône;bourgogne-franche-comté
frangy en bresse;71330;46.7193595;5.332193685;saône-et-loire;bourgogne-franche-comté
grandvelle et le perrenot;70190;47.518472442;6.002312789;haute-saône;bourgogne-franche-comté
la frette;71440;46.640984188;5.049835511;saône-et-loire;bourgogne-franche-comté
gray la ville;70100;47.440069207;5.57158825;haute-saône;bourgogne-franche-comté
fuisse;71960;46.278850938;4.746257742;saône-et-loire;bourgogne-franche-comté
haut du them chateau lambert;70440;47.837430708;6.746249562;haute-saône;bourgogne-franche-comté
gergy;71590;46.879362893;4.921135509;saône-et-loire;bourgogne-franche-comté
hurecourt;70210;47.904555317;6.057878044;haute-saône;bourgogne-franche-comté
grandvaux;71430;46.506242346;4.264924766;saône-et-loire;bourgogne-franche-comté
le magnoray;70000;47.524949882;6.091493605;haute-saône;bourgogne-franche-comté
grury;71760;46.664837668;3.913119125;saône-et-loire;bourgogne-franche-comté
magny danigon;70200;47.681700767;6.611186322;haute-saône;bourgogne-franche-comté
guerfand;71620;46.782119363;5.028643454;saône-et-loire;bourgogne-franche-comté
malans;70140;47.26752458;5.595598977;haute-saône;bourgogne-franche-comté
les guerreaux;71160;46.540407073;3.923804094;saône-et-loire;bourgogne-franche-comté
malbouhans;70200;47.711002301;6.581108457;haute-saône;bourgogne-franche-comté
gueugnon;71130;46.593858293;4.049183137;saône-et-loire;bourgogne-franche-comté
mantoche;70100;47.426379104;5.521630704;haute-saône;bourgogne-franche-comté
la guiche;71220;46.528872431;4.441127063;saône-et-loire;bourgogne-franche-comté
melecey;70110;47.523417981;6.491016991;haute-saône;bourgogne-franche-comté
hautefond;71600;46.435410194;4.172490774;saône-et-loire;bourgogne-franche-comté
moimay;70110;47.559969143;6.399553878;haute-saône;bourgogne-franche-comté
huilly sur seille;71290;46.604648368;5.052788411;saône-et-loire;bourgogne-franche-comté
molay;70120;47.73423815;5.742217573;haute-saône;bourgogne-franche-comté
issy l eveque;71760;46.713379585;4.000073334;saône-et-loire;bourgogne-franche-comté
montdore;70210;47.922469337;6.079094441;haute-saône;bourgogne-franche-comté
jambles;71640;46.773818718;4.679789199;saône-et-loire;bourgogne-franche-comté
montot;70180;47.551879698;5.615071956;haute-saône;bourgogne-franche-comté
joncy;71460;46.614820624;4.550006412;saône-et-loire;bourgogne-franche-comté
montureux les baulay;70500;47.820699594;5.979770235;haute-saône;bourgogne-franche-comté
jouvencon;71290;46.576569195;5.052568616;saône-et-loire;bourgogne-franche-comté
motey besuche;70140;47.305231296;5.665704898;haute-saône;bourgogne-franche-comté
leynes;71570;46.264555024;4.729455978;saône-et-loire;bourgogne-franche-comté
oiselay et grachaux;70700;47.426346214;5.925501169;haute-saône;bourgogne-franche-comté
ligny en brionnais;71110;46.240508318;4.201550858;saône-et-loire;bourgogne-franche-comté
ormoiche;70300;47.813860725;6.301755186;haute-saône;bourgogne-franche-comté
loisy;71290;46.590902495;5.012757657;saône-et-loire;bourgogne-franche-comté
pierrecourt;70600;47.643411302;5.585544992;haute-saône;bourgogne-franche-comté
lucenay l eveque;71540;47.084198456;4.260929584;saône-et-loire;bourgogne-franche-comté
pin;70150;47.339657759;5.859090178;haute-saône;bourgogne-franche-comté
macon;71000;46.321184227;4.818631488;saône-et-loire;bourgogne-franche-comté
la pisseure;70800;47.862995178;6.228125708;haute-saône;bourgogne-franche-comté
mailly;71340;46.227392675;4.111812342;saône-et-loire;bourgogne-franche-comté
pont du bois;70210;47.980114893;6.126036908;haute-saône;bourgogne-franche-comté
malay;71460;46.566764428;4.686480118;saône-et-loire;bourgogne-franche-comté
quenoche;70190;47.464020987;6.108182205;haute-saône;bourgogne-franche-comté
marigny;71300;46.68085574;4.470048398;saône-et-loire;bourgogne-franche-comté
raincourt;70500;47.85982314;5.887535068;haute-saône;bourgogne-franche-comté
melay;71340;46.199772848;4.013791009;saône-et-loire;bourgogne-franche-comté
ranzevelle;70500;47.907013661;5.98464333;haute-saône;bourgogne-franche-comté
mellecey;71640;46.810642053;4.755766153;saône-et-loire;bourgogne-franche-comté
ray sur saone;70130;47.591291389;5.814813251;haute-saône;bourgogne-franche-comté
menetreuil;71470;46.583070727;5.12613672;saône-et-loire;bourgogne-franche-comté
rignovelle;70200;47.765186186;6.475680448;haute-saône;bourgogne-franche-comté
mercurey;71640;46.834443451;4.723130346;saône-et-loire;bourgogne-franche-comté
rioz;70190;47.437355374;6.075554764;haute-saône;bourgogne-franche-comté
mercurey;71640;46.834443451;4.723130346;saône-et-loire;bourgogne-franche-comté
roche linotte et sorans cordiers;70230;47.47582571;6.196897979;haute-saône;bourgogne-franche-comté
montagny les buxy;71390;46.705019647;4.669518702;saône-et-loire;bourgogne-franche-comté
roye;70200;47.67751975;6.542284282;haute-saône;bourgogne-franche-comté
montcenis;71710;46.786036979;4.39082206;saône-et-loire;bourgogne-franche-comté
rupt sur saone;70360;47.652027888;5.9287870940000005;haute-saône;bourgogne-franche-comté
mont les seurre;71270;46.952956487;5.129789685;saône-et-loire;bourgogne-franche-comté
st barthelemy;70270;47.741135623;6.604089157;haute-saône;bourgogne-franche-comté
morlet;71360;46.953649393;4.50517515;saône-et-loire;bourgogne-franche-comté
st gand;70130;47.507908502;5.833924821;haute-saône;bourgogne-franche-comté
la motte st jean;71160;46.51463148;3.959859492;saône-et-loire;bourgogne-franche-comté
st germain;70200;47.724561046;6.51951324;haute-saône;bourgogne-franche-comté
mussy sous dun;71170;46.236810551;4.333071187;saône-et-loire;bourgogne-franche-comté
st loup nantouard;70100;47.429900576;5.728622769;haute-saône;bourgogne-franche-comté
nanton;71240;46.619714572;4.815745164;saône-et-loire;bourgogne-franche-comté
saulnot;70400;47.570188456;6.629255066;haute-saône;bourgogne-franche-comté
navilly;71270;46.92808549;5.144150238;saône-et-loire;bourgogne-franche-comté
saulnot;70400;47.570188456;6.629255066;haute-saône;bourgogne-franche-comté
ouroux sur saone;71370;46.724046094;4.950292863;saône-et-loire;bourgogne-franche-comté
scey sur saone et st albin;70360;47.680240922;5.963771327;haute-saône;bourgogne-franche-comté
ozenay;71700;46.535413789;4.843328886;saône-et-loire;bourgogne-franche-comté
senargent mignafans;70110;47.566338739;6.529786049;haute-saône;bourgogne-franche-comté
ozolles;71120;46.379818106;4.360278691;saône-et-loire;bourgogne-franche-comté
servance miellin;70440;47.821304081;6.702152092;haute-saône;bourgogne-franche-comté
palleau;71350;46.96589987;5.032005463;saône-et-loire;bourgogne-franche-comté
soing cubry charentenay;70130;47.585067653;5.888756981;haute-saône;bourgogne-franche-comté
perrecy les forges;71420;46.622045337;4.226299709;saône-et-loire;bourgogne-franche-comté
tartecourt;70500;47.840394333;5.976713953;haute-saône;bourgogne-franche-comté
perreuil;71510;46.822285552;4.567434556;saône-et-loire;bourgogne-franche-comté
tincey et pontrebeau;70120;47.603334944;5.784704484;haute-saône;bourgogne-franche-comté
perrigny sur loire;71160;46.54330454;3.850998251;saône-et-loire;bourgogne-franche-comté
traitiefontaine;70190;47.421574164;6.095801892;haute-saône;bourgogne-franche-comté
la petite verriere;71400;47.045419546;4.166899293;saône-et-loire;bourgogne-franche-comté
le tremblois;70100;47.378093862;5.586549146;haute-saône;bourgogne-franche-comté
villars st georges;25410;47.124585153;5.822274938;doubs;bourgogne-franche-comté
pierreclos;71960;46.332199385;4.670693201;saône-et-loire;bourgogne-franche-comté
tresilley;70190;47.445024769;6.02764196;haute-saône;bourgogne-franche-comté
villars sous ecot;25150;47.41955384;6.698384778;doubs;bourgogne-franche-comté
pierre de bresse;71270;46.882525489;5.252467525;saône-et-loire;bourgogne-franche-comté
valay;70140;47.336172332;5.638168605;haute-saône;bourgogne-franche-comté
voires;25580;47.100447615;6.256992736;doubs;bourgogne-franche-comté
pontoux;71270;46.908656322;5.121444891;saône-et-loire;bourgogne-franche-comté
le val st eloi;70160;47.744500992;6.177497521;haute-saône;bourgogne-franche-comté
vyt les belvoir;25430;47.348815114;6.626220306;doubs;bourgogne-franche-comté
pressy sous dondin;71220;46.476256203;4.504600772;saône-et-loire;bourgogne-franche-comté
vandelans;70190;47.399516543;6.160397123;haute-saône;bourgogne-franche-comté
rancy;71290;46.600578644;5.082919946;saône-et-loire;bourgogne-franche-comté
velesmes echevanne;70100;47.421849481;5.69058854;haute-saône;bourgogne-franche-comté
reclesne;71540;47.047916137;4.284971052;saône-et-loire;bourgogne-franche-comté
la vernotte;70130;47.509228816;5.8711266040000005;haute-saône;bourgogne-franche-comté
rigny sur arroux;71160;46.542019867;4.018202546;saône-et-loire;bourgogne-franche-comté
vesoul;70000;47.631808417;6.1549856720000005;haute-saône;bourgogne-franche-comté
st andre le desert;71220;46.499706825;4.534517367;saône-et-loire;bourgogne-franche-comté
villeparois;70000;47.663523539;6.180997549;haute-saône;bourgogne-franche-comté
st bonnet de joux;71220;46.478288944;4.433914327;saône-et-loire;bourgogne-franche-comté
villersexel;70110;47.5592817;6.428689469;haute-saône;bourgogne-franche-comté
st bonnet en bresse;71310;46.858573423;5.178991953;saône-et-loire;bourgogne-franche-comté
villers sur port;70170;47.713558599;6.083365869;haute-saône;bourgogne-franche-comté
st clement sur guye;71460;46.613217682;4.586203783;saône-et-loire;bourgogne-franche-comté
villers vaudey;70120;47.673614965;5.756231871;haute-saône;bourgogne-franche-comté
st didier en bresse;71620;46.850739049;5.10415302;saône-et-loire;bourgogne-franche-comté
vitrey sur mance;70500;47.812020145;5.756978049;haute-saône;bourgogne-franche-comté
st didier en brionnais;71110;46.33911515;4.123690161;saône-et-loire;bourgogne-franche-comté
vy les lure;70200;47.649912025;6.442798764;haute-saône;bourgogne-franche-comté
st didier sur arroux;71190;46.832788843;4.10028357;saône-et-loire;bourgogne-franche-comté
alleriot;71380;46.799158728;4.9552235190000005;saône-et-loire;bourgogne-franche-comté
st emiland;71490;46.894691488;4.472792413;saône-et-loire;bourgogne-franche-comté
antully;71400;46.892321888;4.402851225;saône-et-loire;bourgogne-franche-comté
aubessagne;5800;44.7447241;6.029953568;hautes-alpes;provence-alpes-côte d'azur
st etienne en bresse;71370;46.705891701;5.062758636;saône-et-loire;bourgogne-franche-comté
anzy le duc;71110;46.323724417;4.071539393;saône-et-loire;bourgogne-franche-comté
st firmin;71670;46.848189847;4.463436725;saône-et-loire;bourgogne-franche-comté
autun;71400;46.94596915;4.310661618;saône-et-loire;bourgogne-franche-comté
st gengoux de scisse;71260;46.461721117;4.771374425;saône-et-loire;bourgogne-franche-comté
autun;71400;46.94596915;4.310661618;saône-et-loire;bourgogne-franche-comté
st germain du bois;71330;46.739920811;5.24469688;saône-et-loire;bourgogne-franche-comté
bantanges;71500;46.605029717;5.120685971;saône-et-loire;bourgogne-franche-comté
le glaizil;5800;44.747997252;5.974663529;hautes-alpes;provence-alpes-côte d'azur
st gervais sur couches;71490;46.924241055;4.567743731;saône-et-loire;bourgogne-franche-comté
berze le chatel;71960;46.396061647;4.682638532;saône-et-loire;bourgogne-franche-comté
st huruge;71460;46.578606544;4.574475905;saône-et-loire;bourgogne-franche-comté
berze la ville;71960;46.368126522;4.7026001090000005;saône-et-loire;bourgogne-franche-comté
st julien sur dheune;71210;46.772892267;4.54740928;saône-et-loire;bourgogne-franche-comté
bissy la maconnaise;71260;46.485197693;4.776872757;saône-et-loire;bourgogne-franche-comté
st marcel;71380;46.774841098;4.887357247;saône-et-loire;bourgogne-franche-comté
les bordes;71350;46.898413972;5.046770852;saône-et-loire;bourgogne-franche-comté
st martin de salencey;71220;46.518798383;4.49384233;saône-et-loire;bourgogne-franche-comté
bourgvilain;71520;46.364599646;4.63740044;saône-et-loire;bourgogne-franche-comté
st martin sous montaigu;71640;46.814197304;4.70966941;saône-et-loire;bourgogne-franche-comté
bouzeron;71150;46.891329854;4.727880937;saône-et-loire;bourgogne-franche-comté
st maurice de satonnay;71260;46.40541374;4.782119339;saône-et-loire;bourgogne-franche-comté
brion;71190;46.916165977;4.24162855;saône-et-loire;bourgogne-franche-comté
st symphorien d ancelles;71570;46.195810741;4.771818768;saône-et-loire;bourgogne-franche-comté
cersot;71390;46.705977145;4.632329065;saône-et-loire;bourgogne-franche-comté
st symphorien d ancelles;71570;46.195810741;4.771818768;saône-et-loire;bourgogne-franche-comté
chalmoux;71140;46.59361893;3.852081733;saône-et-loire;bourgogne-franche-comté
st symphorien des bois;71800;46.327218892;4.285967027;saône-et-loire;bourgogne-franche-comté
chalon sur saone;71100;46.789894335;4.852449903;saône-et-loire;bourgogne-franche-comté
st vallerin;71390;46.684495175;4.669782583;saône-et-loire;bourgogne-franche-comté
champagny sous uxelles;71460;46.57927462;4.747649415;saône-et-loire;bourgogne-franche-comté
st vincent des pres;71250;46.475356865;4.555716768;saône-et-loire;bourgogne-franche-comté
champlecy;71120;46.463142869;4.227781951;saône-et-loire;bourgogne-franche-comté
la salle;71260;46.40891697;4.860845985;saône-et-loire;bourgogne-franche-comté
la chapelle naude;71500;46.586869279;5.193379734;saône-et-loire;bourgogne-franche-comté
saules;71390;46.655294603;4.675297321;saône-et-loire;bourgogne-franche-comté
chasselas;71570;46.278231757;4.718593544;saône-et-loire;bourgogne-franche-comté
saunieres;71350;46.911690148;5.07119472;saône-et-loire;bourgogne-franche-comté
